time,low,high,open,close,volume
1620813600.0,3486.82,3546.64,3537.98,3507.51,1477.94901003
1620810000.0,3537.6,3565.0,3554.96,3539.13,1093.14756991
1620806400.0,3496.57,3565.28,3554.75,3555.69,1480.01387995
1620802800.0,3531.21,3575.55,3543.63,3552.85,1056.67809765
1620799200.0,3533.2,3604.6,3573.02,3543.31,1807.05277876
1620795600.0,3545.92,3582.56,3548.19,3572.31,1211.34994292
1620792000.0,3523.95,3580.0,3568.11,3549.43,1519.73697226
1620788400.0,3497.95,3584.32,3513.8,3569.35,1034.4682965
1620784800.0,3431.97,3513.8,3440.6,3513.8,1067.25602151
1620781200.0,3416.35,3454.47,3454.47,3441.29,363.62978696
1620777600.0,3419.07,3456.72,3439.17,3453.59,895.42119138
1620774000.0,3397.4,3442.79,3400.8,3439.21,691.19288493
1620770400.0,3362.93,3409.86,3396.05,3401.97,826.48190211
1620766800.0,3363.6,3423.78,3410.0,3395.19,1203.03450996
1620763200.0,3338.63,3410.0,3356.65,3410.0,1499.09330619
1620759600.0,3326.9,3362.46,3345.53,3356.66,866.94689889
1620756000.0,3320.76,3379.28,3324.91,3345.79,1218.63826124
1620752400.0,3250.41,3339.0,3305.06,3325.64,1710.13159562
1620748800.0,3284.32,3351.16,3310.84,3305.68,1865.92795001
1620745200.0,3265.85,3320.82,3277.81,3309.49,1410.6494047
1620741600.0,3246.11,3297.46,3274.7,3278.89,928.66354029
1620738000.0,3212.47,3285.2,3267.72,3273.66,1776.39727211
1620734400.0,3218.0,3278.28,3272.12,3268.56,1966.7084881
1620730800.0,3264.48,3355.5,3329.89,3274.37,1533.77236005
1620727200.0,3299.2,3362.26,3306.4,3329.89,2084.27576191
1620723600.0,3228.73,3310.81,3231.07,3306.64,1972.39499427
1620720000.0,3217.64,3278.99,3271.49,3230.71,1893.20323101
1620716400.0,3235.57,3279.25,3261.27,3271.92,1643.85121461
1620712800.0,3194.48,3274.61,3198.32,3261.6,2250.83988594
1620709200.0,3170.02,3246.48,3222.16,3199.51,2430.10189945
1620705600.0,3157.67,3229.56,3174.89,3222.17,1615.89384823
1620702000.0,3111.37,3188.06,3148.13,3174.89,2230.64283679
1620698400.0,3140.27,3231.15,3215.9,3148.88,1721.7335447
1620694800.0,3156.62,3232.18,3181.36,3215.33,2202.62918272
1620691200.0,3178.79,3327.93,3248.29,3178.79,3175.0545376
1620687600.0,3202.0,3324.07,3323.6,3250.94,3057.61460434
1620684000.0,3280.88,3353.36,3315.32,3324.3,2397.35390785
1620680400.0,3194.66,3333.0,3223.64,3318.44,3454.07486549
1620676800.0,2986.0,3291.2,3291.2,3225.12,12421.2701944
1620673200.0,3264.98,3426.69,3406.88,3289.09,4732.69669253
1620669600.0,3378.87,3449.02,3411.99,3407.26,2149.57994539
1620666000.0,3395.01,3457.29,3408.03,3412.4,1786.02704417
1620662400.0,3405.11,3467.0,3426.21,3409.0,2629.20897586
1620658800.0,3325.0,3435.9,3333.59,3427.48,2832.03991624
1620655200.0,3333.5,3413.51,3401.81,3333.5,2533.46927694
1620651600.0,3382.7,3429.99,3400.01,3404.53,2136.41052892
1620648000.0,3337.78,3412.76,3355.52,3401.5,1996.06202888
1620644400.0,3284.0,3371.0,3326.52,3355.41,3471.68612611
1620640800.0,3311.5,3394.36,3384.68,3328.19,2395.13885754
1620637200.0,3367.49,3430.0,3428.33,3385.19,2475.84825261
1620633600.0,3341.61,3429.49,3382.67,3427.91,2235.79893293
1620630000.0,3370.67,3409.74,3386.66,3381.89,1783.33937182
1620626400.0,3368.0,3410.0,3394.49,3385.69,1516.14743231
1620622800.0,3347.52,3405.13,3367.59,3394.33,2011.88328958
1620619200.0,3312.93,3369.06,3333.96,3369.06,1095.88942663
1620615600.0,3267.29,3345.0,3270.46,3333.91,1723.34669775
1620612000.0,3231.92,3272.92,3231.96,3270.94,442.82710129
1620608400.0,3196.43,3244.02,3215.14,3231.89,713.28010104
1620604800.0,3203.87,3233.0,3228.85,3214.56,282.66740734
1620601200.0,3193.04,3233.0,3196.31,3228.12,278.52325244
1620597600.0,3184.0,3217.99,3213.47,3196.15,553.91217998
1620594000.0,3210.12,3247.93,3224.22,3212.65,1189.86260224
1620590400.0,3185.0,3232.19,3191.02,3224.32,1001.14781132
1620586800.0,3177.65,3227.44,3219.51,3191.51,900.70839649
1620583200.0,3205.0,3244.82,3231.17,3221.04,906.42613172
1620579600.0,3205.4,3248.2,3236.75,3231.18,919.67064261
1620576000.0,3202.58,3275.0,3204.56,3238.19,2293.71768166
1620572400.0,3156.35,3206.99,3171.78,3205.23,1036.16459301
1620568800.0,3136.97,3188.0,3170.53,3171.87,1112.6346301
1620565200.0,3094.06,3176.36,3096.95,3171.3,1498.82165635
1620561600.0,3080.97,3186.11,3179.73,3094.97,3850.35508985
1620558000.0,3179.0,3242.82,3231.6,3180.59,1118.5481292
1620554400.0,3160.97,3238.15,3225.31,3232.59,1807.78508484
1620550800.0,3201.49,3253.34,3239.35,3227.17,1391.43296296
1620547200.0,3227.88,3271.88,3249.99,3239.35,1335.11251723
1620543600.0,3242.23,3282.7,3263.19,3249.95,1720.50046126
1620540000.0,3216.76,3277.99,3228.01,3264.03,1100.09440133
1620536400.0,3194.52,3241.05,3209.11,3229.05,900.44332657
1620532800.0,3150.0,3219.37,3183.31,3209.12,1471.76669587
1620529200.0,3183.29,3253.0,3186.85,3186.83,972.70381959
1620525600.0,3170.0,3191.96,3191.34,3187.51,328.27458527
1620522000.0,3135.83,3204.15,3151.04,3192.29,1215.89952762
1620518400.0,3145.17,3219.16,3216.88,3151.85,1384.27289262
1620514800.0,3158.06,3233.09,3185.82,3217.17,1613.74855738
1620511200.0,3125.0,3250.0,3202.75,3186.68,4018.13855983
1620507600.0,3150.84,3205.0,3154.73,3204.67,2134.64925896
1620504000.0,3113.76,3169.37,3126.99,3155.0,1626.22684532
1620500400.0,3095.0,3154.01,3140.85,3129.69,2375.2233315
1620496800.0,3131.0,3168.6,3157.83,3140.86,2481.46973679
1620493200.0,3100.98,3161.84,3118.42,3158.71,2906.30386176
1620489600.0,2996.14,3155.78,2996.9,3118.31,4792.45135999
1620486000.0,2976.74,3028.13,3022.1,2994.64,2338.68480664
1620482400.0,2995.82,3025.0,2996.34,3019.89,2889.57005862
1620478800.0,2932.79,3000.0,2939.08,2996.22,2289.6875635
1620475200.0,2912.22,2947.12,2922.63,2938.39,781.22640571
1620471600.0,2907.81,2930.71,2917.43,2923.29,579.0011318
1620468000.0,2909.4,2940.95,2937.61,2917.42,695.24758914
1620464400.0,2913.77,2944.72,2929.74,2935.78,544.41057721
1620460800.0,2908.9,2950.0,2909.58,2929.06,1822.91462352
1620457200.0,2894.61,2923.94,2905.24,2907.21,647.02290721
1620453600.0,2894.22,2918.91,2913.24,2906.64,618.56848577
1620450000.0,2908.94,2935.03,2934.99,2913.58,307.6905418
1620446400.0,2904.51,2948.13,2909.88,2934.7,634.74106259
1620442800.0,2902.61,2919.31,2911.02,2909.94,128.72897339
1620439200.0,2895.66,2925.03,2909.48,2911.06,248.54127462
1620435600.0,2898.77,2929.99,2904.49,2909.98,487.87047572
1620432000.0,2845.43,2905.53,2868.73,2902.95,572.21013148
1620428400.0,2833.31,2875.57,2835.83,2869.23,336.23076481
1620424800.0,2824.0,2882.88,2863.66,2836.33,1542.84220721
1620421200.0,2846.84,2880.54,2878.81,2864.38,991.33073712
1620417600.0,2863.32,2902.96,2891.01,2878.82,1072.10283384
1620414000.0,2879.31,2906.97,2901.12,2891.02,753.27836692
1620410400.0,2889.55,2910.86,2908.58,2901.86,920.78299846
1620406800.0,2899.71,2939.79,2921.31,2907.71,653.45435071
1620403200.0,2890.91,2955.4,2933.39,2921.63,2413.22895411
1620399600.0,2885.91,2941.0,2893.32,2932.99,1995.43115249
1620396000.0,2866.55,2896.99,2888.39,2893.17,799.90245383
1620392400.0,2875.29,2904.03,2885.33,2888.38,1266.16614903
1620388800.0,2842.0,2889.47,2857.25,2884.53,841.92465247
1620385200.0,2843.12,2878.84,2860.85,2857.59,610.06198822
1620381600.0,2860.14,2882.34,2872.56,2861.2,740.82246452
1620378000.0,2845.02,2878.99,2846.11,2873.42,792.87658884
1620374400.0,2827.47,2855.11,2849.49,2845.09,942.68186537
1620370800.0,2847.97,2889.46,2862.1,2850.0,832.78058425
1620367200.0,2822.13,2870.38,2834.73,2862.51,1074.62842164
1620363600.0,2821.55,2845.29,2839.23,2834.38,590.83309115
1620360000.0,2785.23,2841.55,2840.83,2841.15,1333.5378344
1620356400.0,2820.04,2860.09,2846.78,2842.42,815.74711706
1620352800.0,2830.22,2883.31,2868.17,2847.98,1357.34548446
1620349200.0,2859.0,2903.47,2893.85,2868.72,487.68647563
1620345600.0,2871.33,2927.52,2892.26,2893.52,674.88125962
1620342000.0,2884.97,2927.65,2926.24,2891.38,630.58150684
1620338400.0,2907.27,2937.5,2918.02,2926.29,806.61438307
1620334800.0,2867.36,2919.92,2873.74,2918.11,939.41782498
1620331200.0,2849.54,2894.66,2887.72,2873.74,1078.98345903
1620327600.0,2826.99,2896.99,2866.57,2888.4,2900.95768999
1620324000.0,2816.99,2947.59,2939.38,2866.02,3751.38293648
1620320400.0,2936.6,2979.6,2936.94,2939.36,1441.59655833
1620316800.0,2930.66,2988.88,2950.35,2937.34,2575.78371007
1620313200.0,2911.38,2971.87,2913.4,2951.36,3343.78850581
1620309600.0,2873.13,2919.12,2890.87,2913.63,954.42305766
1620306000.0,2876.93,2902.52,2899.74,2890.0,955.85153128
1620302400.0,2888.5,2929.94,2927.45,2900.36,1211.29401212
1620298800.0,2884.15,2928.74,2896.62,2926.37,1280.71513202
1620295200.0,2859.8,2907.65,2874.43,2896.36,2091.45470804
1620291600.0,2842.82,2881.3,2855.2,2875.4,692.81064491
1620288000.0,2846.62,2878.94,2865.69,2856.45,1060.20553855
1620284400.0,2809.89,2868.71,2826.68,2865.98,1997.46444073
1620280800.0,2818.27,2873.41,2873.41,2826.28,1733.21964647
1620277200.0,2851.32,2884.45,2862.18,2873.41,670.25567937
1620273600.0,2855.83,2913.14,2888.48,2861.5,620.19710863
1620270000.0,2872.06,2897.0,2895.99,2889.1,464.64194446
1620266400.0,2877.03,2912.75,2888.09,2896.02,476.64494487
1620262800.0,2858.26,2904.86,2886.77,2888.48,563.93561852
1620259200.0,2867.69,2941.21,2929.56,2886.52,1108.71378149
1620255600.0,2907.09,2946.0,2925.93,2928.81,816.24032428
1620252000.0,2853.41,2938.99,2854.27,2926.75,2581.27171666
1620248400.0,2851.2,2887.58,2882.15,2853.55,1003.91919059
1620244800.0,2863.05,2906.31,2902.54,2881.63,1528.17977307
1620241200.0,2846.57,2907.81,2847.26,2902.63,2345.4317869
1620237600.0,2830.78,2851.1,2831.65,2847.15,790.95384581
1620234000.0,2827.91,2878.03,2876.46,2830.9,1968.91674057
1620230400.0,2735.32,2879.38,2755.18,2877.03,4815.42317195
1620226800.0,2750.67,2796.67,2787.59,2755.12,1934.10146567
1620223200.0,2740.0,2824.9,2817.63,2786.99,2733.3283321
1620219600.0,2800.0,2830.83,2811.64,2817.34,1518.72274052
1620216000.0,2794.91,2824.99,2795.05,2812.23,1197.37641172
1620212400.0,2782.73,2821.32,2818.17,2795.0,1344.50426023
1620208800.0,2794.96,2842.23,2817.84,2818.18,1681.3178886
1620205200.0,2774.62,2824.53,2800.03,2817.12,1210.93562021
1620201600.0,2773.0,2828.86,2787.93,2800.97,3522.19655231
1620198000.0,2709.33,2801.0,2722.31,2788.71,2053.01783826
1620194400.0,2687.8,2736.26,2735.21,2722.31,2261.077905
1620190800.0,2698.03,2748.73,2714.43,2733.46,1401.6213081
1620187200.0,2706.61,2759.69,2738.1,2714.4,1092.03465151
1620183600.0,2713.8,2766.08,2757.72,2738.11,940.64512769
1620180000.0,2749.71,2801.42,2800.12,2758.74,1048.25807883
1620176400.0,2756.99,2813.78,2756.99,2799.69,1570.0324789
1620172800.0,2669.08,2776.04,2699.22,2751.28,2528.82045584
1620169200.0,2681.29,2769.7,2759.63,2700.35,2123.46603716
1620165600.0,2707.14,2791.64,2779.12,2760.93,2630.30465209
1620162000.0,2775.0,2842.42,2836.75,2779.43,1569.23366504
1620158400.0,2784.48,2858.39,2847.0,2835.38,2592.37944476
1620154800.0,2796.15,2846.99,2820.07,2846.71,2241.7953886
1620151200.0,2754.87,2838.0,2780.53,2821.05,3214.56753734
1620147600.0,2711.83,2782.55,2719.63,2782.02,4319.73328967
1620144000.0,2640.0,2743.85,2690.64,2720.38,8144.29791105
1620140400.0,2681.69,2826.09,2806.02,2689.73,9157.25255023
1620136800.0,2769.85,2910.89,2899.81,2806.97,5673.72978335
1620133200.0,2875.0,2940.0,2902.7,2899.21,4212.81537506
1620129600.0,2841.69,2908.68,2901.67,2902.69,3871.55030354
1620126000.0,2821.32,2906.44,2863.02,2901.67,3794.63536016
1620122400.0,2780.47,2865.0,2780.9,2862.25,2013.39988152
1620118800.0,2753.89,2813.75,2754.41,2781.68,1534.4229876
1620115200.0,2731.36,2786.43,2760.99,2753.0,2169.26898574
1620111600.0,2759.41,2819.49,2792.59,2762.7,1929.70222856
1620108000.0,2781.07,2833.26,2812.29,2791.19,2128.77751912
1620104400.0,2775.16,2820.91,2784.97,2810.64,1806.1319527
1620100800.0,2674.19,2789.38,2684.97,2784.97,1621.32807665
1620097200.0,2642.58,2713.97,2679.44,2687.55,2080.02036747
1620093600.0,2673.67,2744.82,2725.16,2680.54,2357.69139122
1620090000.0,2699.21,2765.52,2706.28,2725.69,3312.60092475
1620086400.0,2672.0,2867.26,2848.77,2706.65,5916.35339238
1620082800.0,2796.4,2867.14,2807.44,2846.77,2610.12011453
1620079200.0,2762.88,2820.91,2763.51,2806.17,3277.14410074
1620075600.0,2712.03,2763.92,2724.67,2763.51,1372.2011449
1620072000.0,2692.06,2742.83,2739.7,2723.85,2354.90311283
1620068400.0,2697.9,2764.95,2764.04,2739.65,3794.69953842
1620064800.0,2716.65,2770.0,2725.39,2765.27,3263.17709264
1620061200.0,2690.28,2739.99,2704.03,2725.2,3729.41068467
1620057600.0,2617.49,2713.79,2628.93,2703.69,3565.89954656
1620054000.0,2616.1,2649.9,2624.28,2628.0,1734.49394762
1620050400.0,2574.38,2638.0,2578.86,2623.52,2118.78416511
1620046800.0,2562.83,2618.49,2612.56,2579.16,2351.71794352
1620043200.0,2586.18,2627.92,2618.85,2613.26,1417.93839116
1620039600.0,2613.14,2640.0,2614.28,2619.25,1898.33312926
1620036000.0,2594.93,2632.21,2629.52,2614.28,2864.20860706
1620032400.0,2607.53,2649.34,2645.09,2630.76,2679.175891
1620028800.0,2606.0,2660.0,2614.99,2645.06,3722.83093943
1620025200.0,2560.34,2615.93,2565.95,2615.0,2488.71807248
1620021600.0,2563.0,2583.37,2580.57,2566.17,1631.29795354
1620018000.0,2532.79,2584.96,2535.89,2580.64,1858.53031603
1620014400.0,2522.46,2542.68,2537.55,2535.91,849.7620527
1620010800.0,2512.41,2545.16,2520.98,2537.67,843.50473841
1620007200.0,2500.29,2523.73,2508.79,2520.32,669.46864281
1620003600.0,2481.26,2508.74,2486.09,2508.71,1516.51722464
1620000000.0,2451.27,2486.6,2451.57,2486.6,552.82308673
1619996400.0,2436.4,2453.78,2447.73,2449.53,542.91753309
1619992800.0,2403.0,2479.0,2472.03,2447.75,2327.90876878
1619989200.0,2465.0,2479.49,2469.29,2472.03,708.69909188
1619985600.0,2458.37,2471.94,2464.96,2469.54,491.24932457
1619982000.0,2459.25,2475.0,2467.99,2464.43,1078.05160503
1619978400.0,2440.04,2469.59,2440.31,2467.99,1324.41836262
1619974800.0,2432.05,2444.31,2435.5,2441.98,448.20305828
1619971200.0,2431.77,2450.0,2439.69,2434.87,632.02495049
1619967600.0,2422.16,2444.95,2428.25,2439.22,739.96118622
1619964000.0,2422.3,2434.51,2426.35,2429.33,509.43730615
1619960400.0,2416.61,2438.85,2435.0,2426.48,477.43084778
1619956800.0,2430.56,2445.0,2443.44,2434.77,381.0269085
1619953200.0,2419.15,2443.78,2436.46,2443.42,500.20877212
1619949600.0,2408.38,2438.16,2413.13,2436.94,1014.11012515
1619946000.0,2386.37,2413.58,2393.79,2412.62,1117.73676648
1619942400.0,2373.07,2409.36,2404.95,2393.12,1417.65258676
1619938800.0,2384.28,2424.85,2420.1,2405.11,1134.37704629
1619935200.0,2416.53,2433.09,2422.62,2420.43,373.35528202
1619931600.0,2413.33,2432.93,2431.99,2423.38,632.78970931
1619928000.0,2385.82,2432.98,2408.28,2432.18,1102.24536625
1619924400.0,2407.11,2449.62,2447.24,2408.51,759.6852011
1619920800.0,2437.3,2451.66,2442.76,2447.97,174.22238072
1619917200.0,2426.06,2443.63,2431.18,2440.67,224.2859141
1619913600.0,2403.66,2451.83,2446.51,2432.99,1117.8667462
1619910000.0,2421.14,2451.5,2440.16,2446.11,1179.780287
1619906400.0,2414.68,2447.41,2425.46,2440.66,1042.91800496
1619902800.0,2418.94,2448.69,2447.2,2425.98,1138.37019386
1619899200.0,2428.27,2450.0,2430.67,2447.13,1137.91508215
1619895600.0,2419.75,2443.39,2443.39,2430.66,974.43275027
1619892000.0,2419.58,2445.31,2435.01,2443.43,1459.60614371
1619888400.0,2405.25,2439.0,2405.81,2435.0,2204.85487139
1619884800.0,2380.45,2408.52,2381.32,2406.18,1537.04370796
1619881200.0,2359.31,2381.54,2371.06,2381.02,786.84349877
1619877600.0,2367.41,2388.97,2385.54,2370.12,796.97929544
