time,low,high,open,close,volume
1619874000.0,2370.95,2389.0,2383.54,2383.58,1064.79885034
1619870400.0,2371.95,2390.7,2371.99,2383.2,1167.49173262
1619866800.0,2360.94,2374.4,2360.96,2372.15,602.81956869
1619863200.0,2343.82,2361.0,2351.12,2361.0,705.04363936
1619859600.0,2327.68,2357.87,2347.9,2351.12,1358.41641906
1619856000.0,2347.75,2377.68,2370.1,2348.15,932.25579959
1619852400.0,2357.87,2374.24,2364.3,2370.08,985.28932961
1619848800.0,2356.0,2376.14,2361.99,2364.3,813.15375158
1619845200.0,2352.61,2382.98,2361.84,2363.45,1901.79784572
1619841600.0,2352.08,2367.11,2361.42,2361.43,1247.46962117
1619838000.0,2347.32,2370.47,2353.13,2361.21,395.80716717
1619834400.0,2321.57,2359.0,2322.88,2352.7,1492.0233921
1619830800.0,2292.67,2323.0,2303.84,2323.0,639.29458443
1619827200.0,2297.88,2312.0,2306.21,2304.08,304.87828818
1619823600.0,2282.89,2308.32,2284.32,2307.66,476.60044267
1619820000.0,2277.91,2293.84,2291.93,2285.13,642.76781041
1619816400.0,2284.2,2302.18,2299.0,2292.26,512.73516733
1619812800.0,2291.13,2318.53,2316.89,2299.0,1099.84676666
1619809200.0,2308.26,2318.9,2311.46,2318.0,646.95612813
1619805600.0,2293.19,2311.92,2296.26,2311.61,575.73058069
1619802000.0,2289.26,2306.35,2305.52,2295.28,762.9304983
1619798400.0,2273.12,2307.47,2277.14,2305.63,1086.15030377
1619794800.0,2272.6,2291.48,2275.98,2276.72,807.64390041
1619791200.0,2258.4,2292.94,2264.96,2275.39,1715.24066565
1619787600.0,2257.2,2280.9,2276.96,2265.87,1619.19780486
1619784000.0,2264.32,2283.69,2269.3,2277.9,792.68717496
1619780400.0,2261.85,2292.44,2288.21,2269.34,1161.65314107
1619776800.0,2284.27,2303.8,2295.46,2288.64,911.85011642
1619773200.0,2295.8,2315.74,2301.37,2295.8,1039.55896786
1619769600.0,2282.29,2309.51,2294.35,2301.37,884.52347848
1619766000.0,2292.02,2308.0,2304.91,2295.11,913.64939974
1619762400.0,2282.61,2305.0,2289.59,2304.91,787.77007109
1619758800.0,2277.76,2291.84,2286.0,2289.92,523.66358619
1619755200.0,2265.28,2285.9,2267.07,2284.36,239.38184905
1619751600.0,2253.89,2268.71,2260.95,2266.73,91.3413515
1619748000.0,2251.72,2267.92,2265.26,2260.65,177.86790046
1619744400.0,2250.54,2272.62,2258.27,2266.01,153.91808614
1619740800.0,2251.91,2286.13,2275.46,2257.69,394.32873675
1619737200.0,2270.21,2289.38,2281.89,2275.53,421.02233655
1619733600.0,2256.6,2286.27,2261.75,2281.18,688.81375863
1619730000.0,2228.53,2262.05,2236.23,2262.05,569.11297889
1619726400.0,2213.81,2254.76,2248.91,2236.64,1873.29671721
1619722800.0,2242.97,2259.65,2257.25,2250.45,633.96466359
1619719200.0,2227.7,2259.85,2255.34,2256.01,1770.99320061
1619715600.0,2241.82,2273.76,2250.68,2256.04,1935.9912369
1619712000.0,2250.68,2304.86,2298.56,2253.03,1393.02310551
1619708400.0,2281.62,2318.0,2286.76,2298.79,1199.30312282
1619704800.0,2269.66,2297.87,2271.54,2286.47,1198.49359748
1619701200.0,2272.19,2305.08,2300.94,2272.19,1413.13552018
1619697600.0,2274.96,2310.0,2280.97,2300.85,1885.40035356
1619694000.0,2273.34,2290.89,2290.41,2281.89,656.1720338
1619690400.0,2275.31,2291.29,2280.28,2290.14,583.57248769
1619686800.0,2235.52,2295.09,2244.15,2281.32,1935.53002466
1619683200.0,2236.49,2257.25,2255.73,2244.77,637.85448436
1619679600.0,2249.07,2261.96,2258.39,2255.87,555.81440882
1619676000.0,2237.47,2260.0,2242.56,2258.87,736.62719324
1619672400.0,2209.08,2245.62,2211.44,2244.05,450.03516921
1619668800.0,2203.9,2225.7,2223.81,2212.77,655.42793583
1619665200.0,2217.36,2245.74,2243.26,2224.95,433.21105657
1619661600.0,2231.03,2256.53,2245.16,2243.41,252.59777106
1619658000.0,2224.31,2247.96,2244.76,2244.22,438.1644581
1619654400.0,2240.0,2271.08,2265.55,2244.53,460.72824706
1619650800.0,2233.46,2268.08,2234.8,2265.86,369.40222686
1619647200.0,2231.7,2277.0,2272.99,2235.72,928.34934869
1619643600.0,2222.48,2277.0,2232.59,2273.08,1892.17757403
1619640000.0,2203.26,2268.77,2260.76,2232.6,2746.98156746
1619636400.0,2242.39,2265.73,2249.12,2259.48,878.54426151
1619632800.0,2235.41,2265.54,2247.34,2249.96,1091.0443222
1619629200.0,2235.24,2261.14,2248.33,2247.21,1089.72199809
1619625600.0,2209.9,2256.82,2217.83,2248.43,1012.79343998
1619622000.0,2200.71,2249.67,2242.12,2218.87,1425.85372491
1619618400.0,2230.89,2256.0,2243.34,2242.89,1227.34719407
1619614800.0,2203.35,2259.91,2257.37,2243.75,1863.53817304
1619611200.0,2222.08,2264.98,2230.78,2257.9,2846.00569595
1619607600.0,2185.2,2244.99,2186.32,2231.49,2216.00977409
1619604000.0,2150.44,2189.14,2158.38,2186.56,627.85243049
1619600400.0,2138.94,2168.36,2147.9,2159.57,993.56198258
1619596800.0,2146.98,2180.0,2167.22,2147.19,766.4861042
1619593200.0,2139.62,2176.66,2149.57,2167.08,1130.69411819
1619589600.0,2122.35,2173.02,2171.47,2148.47,2199.80389971
1619586000.0,2160.29,2194.95,2181.36,2170.38,547.40842776
1619582400.0,2173.45,2199.25,2177.72,2182.22,532.50560785
1619578800.0,2178.1,2199.88,2198.05,2179.87,682.84305784
1619575200.0,2198.04,2238.28,2236.78,2199.95,343.76900486
1619571600.0,2222.43,2248.93,2231.69,2236.38,488.90053801
1619568000.0,2206.71,2231.47,2206.71,2230.86,852.85752001
1619564400.0,2160.19,2207.21,2170.76,2207.21,652.94930093
1619560800.0,2160.44,2189.9,2189.46,2170.13,444.70982775
1619557200.0,2171.0,2195.64,2189.0,2189.46,513.00219906
1619553600.0,2172.32,2193.41,2172.56,2189.4,745.10553021
1619550000.0,2149.81,2190.29,2188.36,2171.17,1252.30040118
1619546400.0,2175.84,2192.24,2191.3,2187.94,591.45099944
1619542800.0,2172.36,2192.87,2183.62,2190.79,1250.81560087
1619539200.0,2175.8,2220.17,2208.22,2183.78,2276.45839274
1619535600.0,2169.49,2214.17,2185.0,2208.6,3174.36036123
1619532000.0,2104.43,2185.99,2119.38,2184.37,2485.80656033
1619528400.0,2101.97,2130.82,2118.88,2118.47,922.06807812
1619524800.0,2116.61,2141.43,2132.83,2118.6,1127.89999996
1619521200.0,2111.05,2136.36,2111.05,2132.78,851.13293399
1619517600.0,2106.01,2119.2,2111.78,2111.0,685.43868881
1619514000.0,2104.21,2123.65,2105.71,2111.91,755.53332391
1619510400.0,2105.41,2123.97,2112.66,2107.11,765.35645961
1619506800.0,2104.01,2128.47,2125.75,2113.2,945.93200883
1619503200.0,2096.39,2130.0,2096.54,2125.76,2024.65040836
1619499600.0,2076.49,2100.47,2078.32,2096.56,703.81724281
1619496000.0,2065.95,2079.26,2067.09,2078.0,192.43445197
1619492400.0,2059.84,2088.43,2088.36,2068.62,414.60193403
1619488800.0,2084.67,2099.93,2084.97,2089.09,306.26356803
1619485200.0,2074.63,2088.56,2077.13,2085.62,476.50212504
1619481600.0,2070.23,2110.49,2098.0,2077.97,388.91448877
1619478000.0,2072.56,2104.38,2077.96,2097.58,354.32510995
1619474400.0,2045.02,2102.49,2068.66,2077.9,2075.18909134
1619470800.0,2011.0,2070.19,2033.76,2067.97,1286.46842658
1619467200.0,2033.32,2063.15,2063.15,2034.74,961.31092592
1619463600.0,2052.06,2076.17,2075.51,2062.89,632.07729668
1619460000.0,2059.53,2079.97,2079.8,2074.25,887.7016323
1619456400.0,2057.67,2096.0,2058.44,2079.09,1073.93137551
1619452800.0,2034.97,2095.61,2082.01,2058.43,2770.55542256
1619449200.0,2053.17,2083.95,2064.65,2080.65,962.9885351
1619445600.0,2055.68,2083.15,2072.28,2064.16,715.50486534
1619442000.0,2054.17,2088.95,2059.41,2073.29,877.55817344
1619438400.0,2058.24,2093.56,2089.46,2058.6,1738.45851031
1619434800.0,2054.73,2094.2,2054.74,2090.09,1427.71637737
1619431200.0,2045.81,2077.02,2056.91,2054.9,1380.48504801
1619427600.0,2005.03,2057.98,2019.87,2057.52,1021.7171621
1619424000.0,2011.79,2035.98,2031.38,2020.17,1038.57596204
1619420400.0,2022.3,2053.64,2051.44,2030.51,1358.23078495
1619416800.0,2033.4,2060.29,2041.87,2050.93,1574.01303268
1619413200.0,2002.05,2043.55,2026.97,2042.16,1843.66256221
1619409600.0,2023.11,2045.95,2028.82,2027.61,901.89223013
1619406000.0,2011.16,2031.79,2025.95,2027.33,442.09306265
1619402400.0,2000.65,2044.5,2022.54,2023.1,959.27602147
1619398800.0,1987.47,2027.85,1994.67,2022.9,1252.99055988
1619395200.0,1906.64,1996.76,1921.0,1994.86,2860.17253453
1619391600.0,1873.65,1921.0,1888.0,1920.99,1119.76322028
1619388000.0,1826.57,1892.0,1832.74,1884.48,1505.09779783
1619384400.0,1795.86,1857.92,1831.45,1830.75,2734.02804754
1619380800.0,1829.88,1895.64,1881.96,1833.01,3438.68115313
1619377200.0,1880.0,1920.33,1904.37,1881.01,994.41368763
1619373600.0,1886.49,1930.7,1928.12,1905.13,1140.58441826
1619370000.0,1916.69,1952.93,1949.7,1928.23,764.97438483
1619366400.0,1925.0,1950.5,1942.31,1950.0,641.14424693
1619362800.0,1937.01,1955.0,1948.0,1942.34,886.4212334
1619359200.0,1911.97,1948.0,1921.9,1948.0,1077.76391504
1619355600.0,1910.11,1926.93,1924.66,1921.91,559.02439216
1619352000.0,1892.13,1930.0,1896.3,1925.72,1087.47002657
1619348400.0,1871.29,1903.3,1875.49,1898.19,1405.77776226
1619344800.0,1856.24,1899.0,1871.53,1875.88,900.4494017
1619341200.0,1823.67,1873.85,1851.38,1871.49,776.15131848
1619337600.0,1812.76,1855.49,1821.72,1849.79,586.8253874
1619334000.0,1796.98,1823.02,1810.03,1821.99,689.85343911
1619330400.0,1809.18,1832.0,1826.97,1810.91,360.08814569
1619326800.0,1816.56,1832.0,1816.56,1827.66,201.69074315
1619323200.0,1801.69,1823.76,1813.61,1816.83,586.61545326
1619319600.0,1809.79,1860.6,1859.6,1814.14,552.64443254
